정관사,단어,뜻,중요도,pos,,
der,Verfall,"열망, 몰락",2,noun,,
,verfallen,"쇠퇴하다, 빠지다",1,verb,,
,verfalschen,"위조하다, 변조하다",1,verb,,
,verfassen,"작성하다, 쓰다",1,verb,,
der,Verfasser,저자,1,noun,,
die,Verfassung,"헌법, 상태",2,noun,,
,verfehlen,"놓치다, 잃다",1,verb,,
,verfeuchten,"투쟁하다, 옹호하다",1,verb,,
,verfluchen,"저주하다, 원망하다",1,verb,,
,verfolgen,뒤쫓다,2,verb,,
,verfügen,지시하다,2,verb,,
die,Verfügung,"지령, 규정",2,noun,,
,verführen,"오도하다, 유혹하다",2,verb,,
,vergangen,과거의,1,verb,,
die,Vergangenheit,과거,2,noun,,
,vergeben,"용서하다, 주다",2,verb,,
,vergebens,"무익하게, 헛되이",2,adverb,,
,vergeblich,"무익한, 헛된",1,adjective,,
,vergehen,"지나가다, 사라지다, 그릇된짓을 하다",2,verb,,
,vergelten,"갚다, 보답하다",1,verb,,
,vergessen,잊다,3,verb,,
,vergesslich,잘 잊어버리는,1,adjective,,
,vergießen,"(피,눈물) 흘리다, 엎지르다",1,verb,,
,vergiften,"독살하다, 독을 넣다",1,verb,,
der,Vergleich,"비교, 화해, 타협",2,noun,,
,vergleichen,"비교하다, 타협하다(sich)",2,verb,,
das,Vergnügen,"즐거움, 만족",2,noun,,
,vergnügt,즐거운,1,verb,,
,vergöttern,숭배하다,1,verb,,
,vergraben,매장하다,1,verb,,
,vergrößern,확대하다,2,verb,,
,verhaften,체포하다,2,verb,,
die,Verhaftung,체포,1,noun,,
,verhalten,"행동하다, ~상태이다",2,verb,,
das,Verhalten,"행동, 태도",1,noun,,
das,Verhältnis,관계,2,noun,,
,verhältnismäßig,비례하는,1,adjective,,
,verhandeln,"협의하다, 토의하다",2,verb,,
die,Verhandlung,"협의, 토의",1,noun,,
das,Verhängnis,"비운, 불운",1,noun,,
,verhasst,몸시 미운,1,verb,,
,verhehlen,감추다,1,verb,,
,verheimlichen,"숨기다, 비밀에 부치다",1,verb,,
,verheiraten,결혼하다,3,verb,,
,verheiratet,결혼한,3,verb,,
,verheißen,주기로 약속하다,1,verb,,
,verhindern,"막다, 방해하다",2,verb,,
,verhüllen,"싸서 감추다, 덮다",1,verb,,
,verhungern,"굶어죽다, 아사하다",1,verb,,
,verhüten,"방지하다, 피하다",1,verb,,
,verjähren,"시효가 지나다, 기한지나다",1,verb,,
,verjüngen,"젊게하다, 갱신하다",1,verb,,
der,Verkauf,"판매, 매각",1,noun,,
,verkaufen,"팔다, 판매하다",3,verb,,
der,Verkäufer,점원,1,noun,,
der,Verkehr,"교통, 교제",2,noun,,
,verkehren,"운행하다, 교제하다",2,verb,,
das,Verkehrschaos,교통혼란,1,noun,,
der,Verkehrsunfall,교통사고,1,noun,,
,verkehrt,"거꾸로의, 앞뒤가 바뀐",1,verb,,
,verkennen,"오인하다, 오해하다",1,verb,,
,verklagen,고소하다,1,verb,,
,verkleiden,변장시키다,1,verb,,
,verkleinern,축소시키다,1,verb,,
,verknüpfen,"결합하다, 연결하다",1,verb,,
,verkommen,"타락하다, 쇠퇴하다",1,verb,,
,verkörpern,"구체화하다, ~의 화신이다",1,verb,,
,verkürzen,짧게 하다,2,verb,,
die,Verkürzung,단축,1,noun,,
der,Verlag,"출판, 출판사",2,noun,,
,verlangen,"요구하다, 바라다, 필요로하다",2,verb,,
,verlängern,길게 하다,1,verb,,
die,Verlängerung,연장,1,noun,,
,verlassen,"떠나다, 버리다, 포기하다",1,verb,,
der,Verlauf,"연장, 경과",1,noun,,
,verlaufen,뻗어 있다. 경과하다,2,verb,,
,verlegen,당황한,2,verb,,
die,Verlegenheit,"당혹, 곤경",2,noun,,
,verleihen,"빌리다, 주다, 수여하다",2,verb,,
,verletzen,"해치다, 손상하다",3,verb,,
der,Verletzte,"부상자, 피해자",3,noun,,
die,Verletzung,부상,1,noun,,
,verleumden,"비방하다, 헐뜯다",1,verb,,
,verlieben,"~에 반하다, 사랑에 빠지다",1,verb,,
,verlieren,"잃다, 지다",3,verb,,
,verloben,약혼하다,2,verb,,
der,Verlobte,약혼자,1,noun,,
die,Verlobtung,약혼,1,noun,,
,verlocken,유혹하다,1,verb,,
,verlohnen,가치가 있다,1,verb,,
,verloren,"잃은, 분실된",1,verb,,
,verlöschen,"꺼지다, 소멸하다",1,verb,,
der,Verlust,"잃음, 손실, 손해",2,noun,,
das,Vermächtnis,"유언, 유증",1,noun,,
,vermählen,결혼하다,1,verb,,
,vermehren,"늘리다, 증가시키다",2,verb,,
,vermeiden,피하다,2,verb,,
,vermieten,세놓다,3,verb,,
der,Vermieter,임대인,1,noun,,
,vermindern,"줄이다, 감소시키다",2,verb,,
,vermischen,"섞다, 혼합하다",2,verb,,
,vermissen,"없음을 한탄하다, 그리워하다",1,verb,,
,vermitteln,"중재하다, 매개하다",2,verb,,
die,Vermittlung,"중재, 조정",1,noun,,
das,Vermögen,"힘, 능력",2,noun,,
,vermögen,할 수 있다,1,verb,,
,vermuten,"추측하다, 예상하다",2,verb,,
,vermutlich,추측할 수 있는,1,adjective,,
,vernachlässigen,"등한시 하다, 소홀히 하다",1,verb,,
,vernehmen,"듣다, 청취하다",1,verb,,
,verneinen,부정하다,2,verb,,
,vernichten,"없애다, 취소하다",2,verb,,
die,Vernunft,"이성, 판단력",2,noun,,
,vernünftig,"이성있는, 판단력있는",1,adjective,,
,veröffentlichen,공표하다,1,verb,,
,verordnen,규정하다,1,verb,,
,verpassen,놓치다,1,verb,,
,verpfänden,"저당잡히다, 담보로하다",1,verb,,
die,Verpflegung,"식사, 음식",1,noun,,
,verpflichten,의무를 지우다,2,verb,,
der,Verrat,"배반, 배신",2,noun,,
,verraten,"누설하다, 배신하다",2,verb,,
,verreisen,여행하다,1,verb,,
,verrenken,탈골시키다,1,verb,,
,verrichten,"행하다, 실행하다",1,verb,,
,verringern,"줄이다, 떨어뜨리다",1,verb,,
,verrosten,녹슬다,1,verb,,
,verrucht,"흉악한, 무도한",1,verb,,
der,Vers,"시구, 시행, 절, 구",2,noun,,
,versagen,"거절하다, 실패하다",1,verb,,
,versammeln,모으다,1,verb,,
die,Versammelung,"모임, 집회",2,noun,,
,versäumen,"놓치다, 잃다, 빠지다",2,verb,,
das,Versäumnis,태만,1,noun,,
,verschaffen,"조달하다, 공급하다",2,verb,,
,verschenken,"선사하다, 기증하다",1,verb,,
,verschieben,연기하다,1,verb,,
,verschieden,"다른, 딴, 갖가지의",3,verb,,
,verschlafen,"잠으로 시간보내다, 놓치다",1,verb,,
,verschlafen,"잠이 덜깬, 잠에 취한",1,verb,,
,verschließen,자물쇠 채우다,1,verb,,
,verschlingen,삼키다,1,verb,,
,verschlossen,폐쇄된,1,verb,,
,verschlucken,삼키다,2,verb,,
der,Verschluss,"폐쇄, 자물쇠",1,noun,,
,verschmelzen,녹다,1,verb,,
,verschreiben,"(약) 처방하다, 몸을 바치다",1,verb,,
,verschütten,"엎지르다, 흘리다",1,verb,,
,verschweigen,비밀로 하다,1,verb,,
,verschwenden,낭비하다,1,verb,,
die,Verschwendung,낭비,1,noun,,
,verschwinden,사라지다,2,verb,,
,verschwören,"결탁하다, 공모하다",1,verb,,
,versehen,"공급하다, 실수하다",2,verb,,
das,Versehen,"실수, 과실",2,noun,,
,versetzen,옮기다,2,verb,,
,versichern,"확언하다, 보증하다",3,verb,,
die,Versicherung,"보험, 보증",3,noun,,
,versinken,"가라앉다, 침몰하다, 몰두하다",1,verb,,
,versöhnen,화해시키다,1,verb,,
,versorgen,"제공하다, 돌봐주다",2,verb,,
,verspäten,지각하다,1,verb,,
die,Verspätung,지각,1,noun,,
,verspotten,조롱하다,1,verb,,
,versprechen,약속하다,3,verb,,
der,Verstand,"이해력, 지능",2,noun,,
,verständigen,"알려주다, 타협하다",1,verb,,
die,Verständigung,"의사소통, 양해, 협조",1,noun,,
,verständlich,분명한,1,adjective,,
das,Verständnis,"이해, 이해력",2,noun,,
,verstärken,강화하다,1,verb,,
,verstecken,숨기다,2,verb,,
,verstehen,이해하다,3,verb,,
,versteigern,경매하다,1,verb,,
,verstellen,"막다, 방해하다",1,verb,,
,verstören,당황케 하다,1,verb,,
,verstreuen,흩뿌리다,1,verb,,
,verstummen,침묵하다,1,verb,,
der,Versuch,"시도, 노력",2,noun,,
,versuchen,시도하다,3,verb,,
die,Versuchung,"유혹, 욕망",1,noun,,
,vertauschen,"교환하다, 뒤바꾸다",1,verb,,
,verteidigen,"지키다, 방어하다",2,verb,,
die,Verteidigung,"방어, 변호",1,noun,,
,verteilen,"가르다, 분배하다",2,verb,,
,vertiefen,깊게 하다,1,verb,,
,vertilgen,근절하다,1,verb,,
,vertonen,작곡하다,1,verb,,
der,Vertrag,"계약, 협정",2,noun,,
,vertragen,"견디다, 참다",2,verb,,
,vertrauen,"신용하다, 신뢰하다",2,verb,,
das,Vertrauen,"신용, 신뢰",2,noun,,
,vertraulich,친밀한,1,adjective,,
,vertraut,친밀한,1,verb,,
,vertreiben,내쫓다,2,verb,,
,vertreten,"대표하다, 주장하다, 변호하다",2,verb,,
der,Vertreter,"대표자, 대리인, 변호인",1,noun,,
die,Vertretung,"대리, 대표, 변호",1,noun,,
,verunglücken,불의의 사고를 당하다,1,verb,,
,verursachen,"야기하다, 초래하다",2,verb,,
,verurteilen,유죄 판결 내리다,2,verb,,
,verwachsen,"(상처) 아물다, 합생하다",1,verb,,
,verwalten,"관리하다, 돌보다",2,verb,,
die,Verwaltung,"주재, 관리, 행정, 행정관청",2,noun,,
,verwandeln,변하게 하다,2,verb,,
,verwandt,"친척의, 같은 종류의",3,verb,,
die,Verwandtschaft,친척관계,2,noun,,
,verwechseln,"혼동하다, 뒤바꾸다",2,verb,,
,verwegen,무모한,1,verb,,
,verweigern,거절하다,2,verb,,
,verweilen,"머무르다, 체재하다",1,verb,,
,verweisen,"나무라다, 지시하다",2,verb,,
,verwenden,"쓰다, 사용하다, 애쓰다(sich)",2,verb,,
,verwerten,이용하다,1,verb,,
,verwickeln,"얽히다, 연루시키다",1,verb,,
,verwirklichen,"실현하다, 실행하다",2,verb,,
,verwirren,"혼란시키다, 얽히게 하다",2,verb,,
,verwischen,"지우다, 희미해지다(sich)",1,verb,,
,verwöhnen,"버릇없게 키우다, 호강시키다",1,verb,,
,verwunden,다치게 하다,2,verb,,
,verzehren,"먹다, 먹어치우다, 소모시키다",2,verb,,
,verzeichnen,"적다, 기록하다",2,verb,,
das,Verzeichnis,"표, 목록",2,noun,,
,verzeihen,용서하다,2,verb,,
die,Verzeihung,용서,1,noun,,
,verzerren,"일그러뜨리다, 왜곡시키다",1,verb,,
der,Verzicht,"포기, 단념",1,noun,,
,verzichten,"포기하다, 단념하다",2,verb,,
,verzögern,"지체시키다, 연기하다",1,verb,,
,verzückt,미칠듯이 기뻐하는,1,verb,,
der,Verzug,"지체, 지연",1,noun,,
,verzweifeln,절망하다,2,verb,,
,verzweifelt,절망적인,2,verb,,
die,Verzweifelung,절망,1,noun,,
der,Vetter,사촌,2,noun,,
das,Vieh,가축,2,noun,,
,vielerlei,가지가지의,1,verb,,
,vielleicht,아마도,3,verb,,
,vielmal,"진심으로, 여러 번",1,verb,,
,vielmehr,오히려,2,verb,,
die,Villa,별장,2,noun,,
die,Viloine,바이올린,1,noun,,
,violett,보라색의,1,verb,,
die,Vision,환상,1,noun,,
die,Visitenkarte,명함,1,noun,,
der,Vogel,새,3,noun,,
das,Vokal,모음,1,noun,,
das,Volk,"민족, 국민",2,noun,,
das,Volkslied,민요,1,noun,,
die,Volksschule,초등학교,1,noun,,
,volkstümlich,"대중적인, 인기있는",2,adjective,,
,voll,가득찬,3,adjective,,
,vollbringen,완성하다,1,verb,,
,vollenden,"완성하다, 완료하다",2,verb,,
,völling,"완전한, 전적인",2,verb,,
,vollkommen,"완전한, 완벽한",2,verb,,
die,Vollmacht,"전권, 대리권, 위임",1,noun,,
,vollständig,"완전한, 전부의",2,adjective,,
,vollstrecken,(법률) 집행하다,1,verb,,
,vollziehen,"실행하다, 집행하다",1,verb,,
,voneinander,서로로부터,1,verb,,
,voraussetzen,"가정하다, 추측하다",1,verb,,
die,Voraussetzung,"가정, 추측",2,noun,,
,voraussichtlich,예측할 수 있는,1,adjective,,
der,Vorbehalt,"유보, 제한",1,noun,,
,vorbei,"지나서, 통과하여",3,verb,,
,vorbereiten,준비하다,2,verb,,
die,Vorbereitung,준비,2,noun,,
,vorbildlich,"모범적인, 전형적인",1,adjective,,
,vorbringen,제시하다,1,verb,,
,vorder,전방의,1,verb,,
der,Vordergrund,"전경, 전면",1,noun,,
der,Vorfahr,선조,1,noun,,
der,Vorfall,"사건, 일",2,noun,,
,vorführen,"보여주다, 제시하다",1,verb,,
der,Vorgang,"사건, 과정",1,noun,,
,vorgeben,"사칭하다, 둘러대다",1,verb,,
,vorgehen,"(시계)빨리가다, 대응하다, 일어나다, 우선하다",2,verb,,
,vorgestern,그저께,3,verb,,
,vorhaben,"의도하다, 계획하다",3,verb,,
,vorhanden,"존재하는, 현존의",2,verb,,
der,Vorhang,"커튼, 장막",2,noun,,
,vorig,직전의,2,adjective,,
die,Vorkehrung,교통수단,1,noun,,
,vorkommen,"존재하다, 일어나다, 생각되다",2,verb,,
die,Vorlage,"제출, 제시",1,noun,,
der,Vorläufer,"선행자, 선구자",1,noun,,
,vorläufig,"당장의, 일시적인",2,adjective,,
,vorlegen,"제출하다, 제시하다",1,verb,,
,vorlesen,낭독하다,2,verb,,
die,Vorlesung,강의,2,noun,,
die,Vorliebe,"편애, 애호",1,noun,,
,vorliegen,"제출되어 이다, 존재하다",1,verb,,
,vormachen,"시범 보이다, 속이다",1,verb,,
der,Vormittag,오전,2,noun,,
der,Vormund,후견인,1,noun,,
der,Vorname,이름,3,noun,,
,vornehm,"고상한, 품위있는, 상류층의",2,verb,,
,vornehmen,"행하다, 계획하다",2,verb,,
der,Vorrat,"예비품, 저장품",2,noun,,
das,Vorrecht,"특권, 특전",1,noun,,
die,Vorrede,"머리말, 서문",1,noun,,
die,Vorrichtung,"설비, 장치",1,noun,,
der,Vorsatz,"의도, 뜻",1,noun,,
der,Vorschlag,"제의, 제안, 동의",2,noun,,
,vorschlagen,"제안하다, 제의하다",3,verb,,
,vorschreiben,"규정하다, 지시하다",1,verb,,
die,Vorschrift,"규정, 지시, 처방",2,noun,,
der,Vorschuss,"선불, 선금",1,noun,,
,vorsehen,계획하다,2,verb,,
die,Vorsehung,"섭리, 하늘의 뜻",1,noun,,
die,Vorsicht,"조심, 주의",3,noun,,
,vorsichtig,조심스러운,2,adjective,,
das,Vorspiel,"전주곡, 서곡",1,noun,,
der,Vorsprung,"우위, 우월",1,noun,,
,vorstehen,지배하다,1,verb,,
,vorstellen,"상상하다, 소개하다",3,verb,,
die,Vorstellung,"상연, 관념",2,noun,,
der,Vorteil,"장점, 이득",2,noun,,
,vorteilhaft,유익한,1,adjective,,
der,Vortrag,"강연, 낭독, 연주",2,noun,,
,vortragen,"진술하다, 연주하다",1,verb,,
,vortrefflich,뛰어난,2,adjective,,
,vorüber,지나서,2,verb,,
,vorübergehen,지나가다,1,verb,,
das,Vorurteil,선입견,1,noun,,
der,Vorwand,"핑계, 구실",2,noun,,
,vorwärts,앞으로,2,adverb,,
,vorweg,처음부터,1,verb,,
,vorwerfen,"비난하다, 질책하다",2,verb,,
der,Vorwurf,"비난, 질책",2,noun,,
das,Vorzeichen,"전조, 징후",2,noun,,
,vorziehen,앞으로 끌다,2,verb,,
der,Vorzug,"우선, 장점, 이점",2,noun,,
der,Vulkan,화산,2,noun,,
die,Waage,"저울, 균형",2,noun,,
,waagerecht,수평의,1,verb,,
,wach,깨어 있는,2,verb,,
die,Wache,"경비, 위병",2,noun,,
,wachen,깨어 있다,1,verb,,
das,Wachs,"밀랍, 왁스",2,noun,,
,wachsen,"성장하다, 생기다",2,verb,,
,wackelig,흔들리는,1,adjective,,
,wackeln,"흔들리다, 흔들거리다",2,verb,,
die,Waffe,무기,2,noun,,
der,Wagen,"마차, 자동차",3,noun,,
,wagen,감행하다,2,verb,,
,wägen,숙고하다,1,verb,,
die,Wahl,"선택, 선거",2,noun,,
,wählen,"고르다, 선택하다",3,verb,,
der,Wahn,"망상, 광기",1,noun,,
der,Wahnsinn,"광기, 정신착란",2,noun,,
,wahnsinnig,"광기의, 정신착란의",1,adjective,,
,wahr,"진실한, 참된",3,verb,,
,während,~하는 동안에,3,verb,,
die,Wahrheit,"진실, 진리",2,noun,,
,wahrnehmen,"인지하다, 이용하다",2,verb,,
,wahrscheinlich,있을 법한,3,adjective,,
die,Währung,화폐,1,noun,,
die,Waise,고아,1,noun,,
der,Wald,숲,3,noun,,
,wälzen,굴리다,1,verb,,
der,Walzer,왈츠,1,noun,,
die,Wand,벽,3,noun,,
der,Wandel,"변화, 변천",1,noun,,
,wandeln,"거닐다, 산책하다",2,verb,,
der,Wanderer,"도보 여행자, 행인",1,noun,,
,wandern,"도보여행하다, 떠돌다",2,verb,,
die,Wanderung,"도보여행, 소풍",1,noun,,
die,Wandlung,변화,1,noun,,
die,Wange,"뺨, 볼",1,noun,,
,wanken,흔들리다,1,verb,,
die,Wanne,"통, 욕조",1,noun,,
die,Ware,"상품, 물품",2,noun,,
,warm,따뜻한,3,verb,,
die,Wärme,"온도, 체온",2,noun,,
,wärmen,따뜻하게 하다,2,verb,,
die,Warnung,"경고, 충고",1,noun,,
,warten,기다리다,3,verb,,
der,Wartesaal,대합실,1,noun,,
die,Wäsche,"빨래, 세탁",2,noun,,
,waschen,"빨래하다, 씻다",3,verb,,
die,Wäscherei,세탁소,1,noun,,
das,Wasser,물,3,noun,,
die,Wasserleitung,"수도, 수도시설",1,noun,,
die,Watte,탈지면,1,noun,,
,weben,"짜다, 뜨다",1,verb,,
der,Wechsel,"변화, 변천",2,noun,,
,wechseln,"바꾸다, 변경하다",3,verb,,
,wecken,"깨우다, 불러일으키다",2,verb,,
der,Wecker,자명종,1,noun,,
der,Weg,길,3,noun,,
,wegfahren,"떠나다, 출발하다",1,verb,,
,weggeheh,"가버리다, 떠나다",1,verb,,
,weglassen,"생략하다, 보내다",1,verb,,
,wegnehmen,"떼내다, 빼앗다",1,verb,,
,wegwerfen,"버리다, 낭비하다",1,verb,,
,weh,"슬픈, 고통주다",3,verb,,
,wehen,바람이 불다,2,verb,,
die,Wehmut,"비애, 우수",1,noun,,
die,Wehr,"방어, 저항",1,noun,,
,wehren,"막다, 저지하다",2,verb,,
das,Weib,"여성, 아내",1,noun,,
,weiblich,"여성의, 여성적인",2,adjective,,
,weich,"부드러운, 폭신한",3,verb,,
,weichen,"물러나다, 굴복하다",2,verb,,
die,Weide,"목초지, 목장",1,noun,,
,weigern,거절하다,2,verb,,
das,Weihnachten,크리스마스,2,noun,,
der,Weihnachtsmann,산타클로스,1,noun,,
die,Weile,잠시동안,2,noun,,
der,Wein,포도주,3,noun,,
,weinen,울다,3,verb,,
,weise,현명한,2,adverb,,
die,Weise,"방법, 형태",2,noun,,
,weisen,"가리키다, 지시하다",1,verb,,
die,Weisheit,"슬기로움, 현명",2,noun,,
,weiß,흰,3,verb,,
,weissagen,예언하다,1,verb,,
,weit,넓은,3,verb,,
die,Weite,"넓음, 넓이",1,noun,,
,weiter,"더 넓은, 더 먼",3,verb,,
,weitläufig,"정확한, 상세한",1,adjective,,
der,Weizen,"밀, 소맥",2,noun,,
,welch,어떤,3,verb,,
,welk,"시든, 축 늘어진",1,verb,,
die,Welle,"물결, 파도",2,noun,,
die,Welt,세계,3,noun,,
die,Weltanschauung,세계관,1,noun,,
,weltlich,"현세의, 세속적인",1,adjective,,
der,Weltraum,"우주, 우주공간",1,noun,,
die,Wende,"전환, 변화",1,noun,,
,wenden,"뒤집다, 돌리다",2,verb,,
die,Wendung,"분기점, 변화",2,noun,,
,wenig,적은,3,adjective,,
,wenigstens,"적어도, 최소한",1,adverb,,
,werben,"광고하다, 권유하다",2,verb,,
die,Werbung,상품광고,1,noun,,
,werfen,던지다,2,verb,,
das,Werk,작업,2,noun,,
der,Werktag,"근무일, 평일",1,noun,,
,werktags,평일에,1,adverb,,
das,Werkzeug,도구,2,noun,,
,wert,가치있는,2,verb,,
der,Wert,"가치, 값",2,noun,,
,werten,평가하다,1,verb,,
,wertlos,가치없는,1,adjective,,
,wertvoll,귀중한,1,adjective,,
das,Wesen,"존재, 본질, 태도",2,noun,,
,wesentlich,"본질적인, 중요한",2,adjective,,
,weshalb,무엇 때문에,1,verb,,
die,Weste,조끼,2,noun,,
der,Westen,서쪽,3,noun,,
,westlich,서쪽의,1,adjective,,
die,Wette,"내기, 경쟁",1,noun,,
,wetten,내기하다,2,verb,,
das,Wetter,날씨,3,noun,,
die,Wettervorhersage,일기예보,1,noun,,
der,Wettkampf,"시합, 경기",1,noun,,
,wetzen,"갈다, 연마하다",1,verb,,
der,Wicht,"생물, 인간",1,noun,,
,wichtig,"중요한, 중대한",3,adjective,,
die,Wichtigkeit,"중요성, 중대",1,noun,,
der,Wickel,"감은 것, 고리모양",1,noun,,
,wickeln,"감다, 싸다",2,verb,,
,wider,~에 거슬러,1,verb,,
der,Widerhall,"반향, 메아리",1,noun,,
,widerkäuen,"반추하다, 되풀이하여 씹다",1,verb,,
,widerlegen,"반박하다, 부정하다",1,verb,,
,widerlich,몹시 불쾌한,1,adjective,,
der,Widersacher,"상대방, 적",1,noun,,
,widersprechen,반대 의견 말하다,2,verb,,
der,Widerspruch,"반대, 반박",2,noun,,
der,Widerstand,저항,2,noun,,
,widerstehen,저항하다,1,verb,,
,widerwärtig,"싫은, 구역질나는",1,adjective,,
der,Widerwille,"싫음, 혐오",1,noun,,
,widerwillig,"마지못한, 싫은, 마지못해",1,adjective,,
,widmen,"바치다, 헌정하다",2,verb,,
,wieder,"다시, 재차",3,verb,,
,wiedergeben,"갚다, 재현하다",1,verb,,
,wiederholen,반복하다,3,verb,,
die,Wiederholung,"되풀이, 반복",1,noun,,
das,Wiederhören,다시 듣기,3,noun,,
die,Wiederkehr,귀환,1,noun,,
,wiederkehren,되돌아오다,1,verb,,
,wiederkommen,회귀하다,1,verb,,
,wiedersehen,"다시 만나다, 재회하다",2,verb,,
die,Wiege,"요람, 유모차",2,noun,,
,wiegen,"흔들다, 무게를 달다",2,verb,,
die,Wiese,"목초지, 목장",2,noun,,
,wieso,어째서,1,verb,,
,wieviel,얼마만큼,3,verb,,
,wievielt,몇번째,1,verb,,
,wild,야생의,2,verb,,
die,Wildnis,황무지,1,noun,,
der,Wille,의지,2,noun,,
,willig,기꺼이,1,adjective,,
,willkommen,환영받는,2,verb,,
die,Willkur,"임의, 자의",2,noun,,
,willkürlich,"자의의, 자기맘대로",2,adjective,,
,wimmeln,우글거리다,1,verb,,
,wimmern,흐느끼다,1,verb,,
die,Wimper,속눈썹,1,noun,,
der,Wind,바람,3,noun,,
,winden,감다,1,verb,,
,windig,바람이 센,1,adjective,,
der,Wink,"신호, 윙크",2,noun,,
der,Winkel,"각, 각도",2,noun,,
,winken,신호하다,2,verb,,
der,Winter,겨울,3,noun,,
,winzig,아주적은,1,adjective,,
der,Wirbel,"소용돌이, 혼란",2,noun,,
