정관사,단어,뜻,중요도,pos,,
,meinen,생각하다,3,verb,,
,meinethalben,"나를 위하여, 나에 관해서는",1,verb,,
die,Meinung,의견,2,noun,,
,meist,"가장 많은, 대부분의",2,verb,,
,meistens,대부분,3,adverb,,
der,Meister,"주인, 지배자",2,noun,,
die,Meisterschaft,"뛰어난 솜씨, 능숙",1,noun,,
,melden,"보도하다, 신고하다",2,verb,,
die,Meldung,"통지, 보도",1,noun,,
,melken,소젖짜다,1,verb,,
die,Menge,"다수, 다량, 군중",2,noun,,
,mengen,섞다,1,verb,,
die,Mensa,(대학)학생 식당,1,noun,,
der,Mensch,인간,3,noun,,
die,Menschheit,인류,1,noun,,
,menschlich,"인간의, 인간적인",2,adjective,,
die,Menschlichkeit,"인간성, 인도",1,noun,,
,merken,"눈치채다, 기억하다",2,verb,,
das,Merkmal,특징,1,noun,,
,merkwürdig,"기묘한, 주의할만한",2,adjective,,
die,Messe,"미사, 미사곡, 박람회",2,noun,,
,messen,"재다, 달다",2,verb,,
das,Messer,나이프,3,noun,,
das,Metall,금속,2,noun,,
,metallen,금속의,1,verb,,
der,Meteor,"유성, 운석",1,noun,,
der,Meter,미터,2,noun,,
das,Methode,"방법, 수단, 조처",2,noun,,
der,Metzger,정육점주인,1,noun,,
,meucheln,암살하다,1,verb,,
die,Miene,"얼굴, 표정, 안색",2,noun,,
die,Miete,"임대, 임차",2,noun,,
,mieten,"임차하다, 빌리다",3,verb,,
der,Mieter,임차인,1,noun,,
die,Milch,"젖, 우유",3,noun,,
,mild,"상냥한, 온화한",2,verb,,
,mildern,"완화하다, 경감하다",1,verb,,
das,Militär,"군인, 군대",2,noun,,
,minder,그다지 좋지 않은,2,verb,,
die,Minderheit,"소수, 열등",1,noun,,
,mindest,"가장 적은, 최소의",1,verb,,
,mindestens,적어도,1,adverb,,
die,Mine,지뢰,2,noun,,
,mischen,섞다,2,verb,,
die,Mischung,혼합,1,noun,,
der,Missbrauch,"남용, 악용",2,noun,,
,missbrauchen,"남용하다, 악용하다",1,verb,,
,missen,"부족하다, ~가지고있지 않다",1,verb,,
der,Misserfolg,실패,1,noun,,
die,Missetat,"악행, 범행",1,noun,,
,missfallen,맘에 들지 않다,1,verb,,
,missglücken,실패하다,1,verb,,
,misshandeln,학대하다,2,verb,,
,misslich,"다루기힘든, 불쾌한",1,adjective,,
,misslingen,실패하다,2,verb,,
,missraten,성공못하다,1,verb,,
,misstrauen,믿지 않다,1,verb,,
das,Missverständnis,오해,1,noun,,
,missverstehen,오해하다,1,verb,,
der,Mist,"똥, 분뇨, 거름, 비료",2,noun,,
die,Mitarbeiter,협력자,1,noun,,
,mitbringen,가지고 오다,1,verb,,
,mitgehen,동행하다,1,verb,,
die,Mitgift,"결혼자금, 지참금",1,noun,,
das,Mitglied,"구성원, 회원",2,noun,,
das,Mitleid,동정,2,noun,,
,mitmachen,함께하다,1,verb,,
das,Mittagessen,점심,2,noun,,
die,Mitte,중앙,3,noun,,
,mitteilen,"전하다, 알리다",2,verb,,
die,Mitteilung,"전달, 보고",1,noun,,
das,Mittel,"수단, 방법",3,noun,,
das,Mittelalter,중세,2,noun,,
,mittelbar,간접의,1,adjective,,
das,Mittelmeer,지중해,1,noun,,
der,Mittelpunkt,"중심, 중점",2,noun,,
die,Mitternacht,자정,2,noun,,
der,Mittwoch,수요일,3,noun,,
das,Möbel,가구,3,noun,,
,möbliert,가구가 딸린,1,verb,,
die,Mode,"유행, 모드",2,noun,,
das,Modell,"모형, 모델",2,noun,,
der,Modus,"방법, 수단, 양식",1,noun,,
,möglich,가능한,3,adjective,,
die,Möglichkeit,가능성,2,noun,,
,möglichst,가능한 한,1,verb,,
der,Mohn,양귀비,1,noun,,
der,Monarch,군주,1,noun,,
der,Monat,달,2,noun,,
,monatlich,매달,1,adjective,,
der,Mönch,"승려, 수도사",2,noun,,
der,Mond,달,3,noun,,
,monoton,단조로운,1,verb,,
das,Monstrum,괴물,1,noun,,
das,Moos,이끼,1,noun,,
die,Moral,도덕,2,noun,,
der,Morast,"수렁, 진흙",1,noun,,
der,Mord,살인,2,noun,,
der,Mörder,살인자,1,noun,,
,morsch,"썩은, 무른",1,verb,,
der,Most,포도즙,1,noun,,
das,Motiv,동기,2,noun,,
das,Motorrad,오토바이,1,noun,,
die,Möwe,갈매기,2,noun,,
die,Mücke,모기,1,noun,,
,müde,"지친, 피로한",3,verb,,
die,Müdigkeit,"피로, 권태",1,noun,,
die,Mühe,"수고, 노력",2,noun,,
die,Mühle,맷돌,2,noun,,
die,Muhme,숙모,1,noun,,
,mühsam,힘드는,1,adjective,,
,mühulos,수월한,1,adjective,,
der,Müll,쓰레기,1,noun,,
die,Mumie,미이라,1,noun,,
der,Mund,입,3,noun,,
die,Mundart,"방언, 사투리",1,noun,,
,mündig,성년이 된,1,adjective,,
,mündlich,구두의,1,adjective,,
,munter,생기넘치는,2,verb,,
die,Münze,"주화, 동전",2,noun,,
,mürbe,"잘 깨지는, 약한",1,verb,,
,murmeln,중얼거리다,2,verb,,
,murren,투덜대다,1,verb,,
das,Mus,잼,1,noun,,
die,Muschel,조개,2,noun,,
der,Muskel,근육,2,noun,,
der,Muskelkater,근육통,1,noun,,
die,Muße,"짬, 틈, 여가",1,noun,,
,müßig,한가한,1,adjective,,
das,Muster,"본보기, 모범",2,noun,,
,musterhaft,모범적인,1,adjective,,
,mustern,검사하다,1,verb,,
der,Mut,용기,2,noun,,
,mutig,용감한,2,adjective,,
,mutmaßen,추측하다,1,verb,,
die,Mutter,어머니,3,noun,,
die,Muttersprache,모국어,1,noun,,
der,Muttertag,어머니날,1,noun,,
der,Mutwille,"변덕, 방자",1,noun,,
die,Mütze,모자,2,noun,,
der,Nabel,배꼽,1,noun,,
,nachahmen,"모방하다, 흉내내다",1,verb,,
die,Nachahmung,"모방, 흉내",1,noun,,
der,Nachbar,이웃사람,3,noun,,
die,Nachbarschaft,이웃사람들,1,noun,,
,nachdenken,숙고하다,2,verb,,
der,Nachdruck,"강조, 복제",1,noun,,
,nacheinander,차례차례로,1,verb,,
die,Nachfrage,문의,1,noun,,
,nachgeben,"느슨해지다, 양보하다",2,verb,,
,nachgehen,따라가다,1,verb,,
,nachhaltig,지속적인,1,adjective,,
,nachher,나중에,2,verb,,
,nachholen,"가져오다, 회복하다",1,verb,,
,nachkommen,"뒤에 오다, 이행하다",1,verb,,
der,Nachlass,"유산, 유물",1,noun,,
,nachlassen,"경감하다, 중지하다",2,verb,,
,nachlässig,"게으른, 부주의한",1,adjective,,
,nachmachen,"모방하다, 흉내내다",1,verb,,
der,Nachmittag,오후,2,noun,,
die,Nachrede,"험담, 비방",1,noun,,
die,Nachricht,"정보, 뉴스",3,noun,,
,nachschlagen,참조하다,1,verb,,
,nachsehen,확인햅다,2,verb,,
die,Nachsicht,관용,1,noun,,
der,Nachteil,"손해, 단점",2,noun,,
der,Nachtisch,디저트,3,noun,,
,nachtragen,원한품다,1,verb,,
,nachträglich,"나중의, 나중에",1,adjective,,
der,Nachweis,"증거, 증명",1,noun,,
,nachweisen,"소개하다, 증명하다",1,verb,,
die,Nachwelt,후세,1,noun,,
der,Nachwuchs,"후진, 자손",1,noun,,
der,Nacken,목덜미,2,noun,,
,nackt,"노출된, 벌거벗은",2,verb,,
die,Nadel,바늘,2,noun,,
der,Nagel,"손톱, 발톱",2,noun,,
,nagen,갉아먹다,1,verb,,
,nahe,가까운,3,verb,,
die,Nähe,가까움,1,noun,,
,nähen,꿰매다,2,verb,,
,nähern,"접근하다, 다가오다",2,verb,,
,nähren,"영양을 주다, 기르다",1,verb,,
,nahrhaft,영양이 풍부한,1,adjective,,
die,Nahrung,"양분, 음식물",2,noun,,
das,Nahrungsmittel,"식품, 식료품",1,noun,,
,naiv,순진한,2,verb,,
der,Name,이름,2,noun,,
,namenlos,무명의,1,adjective,,
,namentlich,"기명의, 특히, 주로",1,adjective,,
,nämlich,즉,2,adjective,,
die,Narbe,"흉터, 상흔",1,noun,,
die,Narkose,마취,1,noun,,
der,Narr,"바보, 멍청이",2,noun,,
die,Nase,코,2,noun,,
,nass,축축한,3,adverb,,
die,Nässe,습기,1,noun,,
die,Nationalität,"국적, 국민성",1,noun,,
die,Natur,자연,3,noun,,
,natürlich,"자연의, 타고난",3,adjective,,
die,Naturwissenschaft,자연과학,1,noun,,
고,Neapel,나폴리,1,noun,,
der,Nebel,안개,3,noun,,
,nebenan,나란히,1,verb,,
,nebenbei,나란히,1,verb,,
der,Nebenbuhler,경쟁사,1,noun,,
,nebeneinander,서로 나란히,2,verb,,
die,Nebensache,"부차적인 것, 사소한 것",1,noun,,
,nebensächlich,종속적인,1,adjective,,
,necken,"놀리다, 우롱하다",1,verb,,
der,Neffe,조카,2,noun,,
,nehmen,잡다,3,verb,,
der,Neid,"질투, 시기",2,noun,,
,neidisch,질투심 많은,1,adjective,,
,neigen,"기울이다, 숙이다",2,verb,,
die,Neigung,"경사, 경향",2,noun,,
die,Nelke,카네이션,1,noun,,
,nennen,"이름짓다, 명명하다",2,verb,,
der,Nerv,신경,2,noun,,
,nervös,"신경질적인, 신경성의",3,adverb,,
das,Nest,"둥지, 보금자리",2,noun,,
,nett,친절한,3,verb,,
,netto,순수한,1,verb,,
das,Netz,그물,1,noun,,
,netzen,"적시다, 축이다",1,verb,,
,neu,새로운,3,verb,,
,neuerdings,"요즈음, 최근에",1,adverb,,
die,Neugier,호기심,2,noun,,
,neugierig,호기심이 있는,1,adjective,,
der,Neujahr,"새해, 신년",1,noun,,
,neulich,"최근에, 요즈음",2,adjective,,
,neutral,중립의,2,verb,,
das,Neutrum,중성,1,noun,,
die,Neuzeit,근대,1,noun,,
die,Nichte,"조카딸, 질녀",2,noun,,
,nie,결코~아니다,3,verb,,
,nieder,"아래로, 낮게",2,verb,,
,niedergehen,하강하다,1,verb,,
die,Niederlage,패배,2,noun,,
고,Niederlande,네덜란드,1,noun,,
,niederlassen,"앉다(sich), 정착하다",1,verb,,
,niederlegen,"내려놓다, 그만두다",1,verb,,
der,Niederschlag,"타도, 침전, (기상)강수",2,noun,,
,niederschlagen,"타도하다, (눈)내리깔다",2,verb,,
,niederträchtig,비열한,1,adjective,,
,niedlich,귕운,1,adjective,,
,niedrig,낮은,3,adjective,,
,niemals,결코~아니다,1,adverb,,
,niemand,아무도~아니다,3,verb,,
die,Niere,(해부)신장,2,noun,,
,niesen,재채기하다,1,verb,,
,nirgends,어디에도 없다,2,adverb,,
,nisten,둥지를 틀다,1,verb,,
das,Niveau,"수평면, 수준",2,noun,,
das,Nomen,명사,1,noun,,
,nominal,"이름의, 명목상의",1,verb,,
die,Nonne,"수녀, 비구니",1,noun,,
,nördlich,북쪽의,1,adjective,,
der,Nordpol,북극,1,noun,,
die,Norm,"규범, 표준",2,noun,,
,normal,"표준의, 보통의",3,verb,,
die,Not,"위기, 궁지, 비상, 고생, 궁핍",2,noun,,
der,Notar,(법률)공증인,1,noun,,
die,Notdurft,필수품,1,noun,,
die,Note,"악보, 평점, 점수",3,noun,,
,notieren,메모하다,1,verb,,
,nötig,필요한,2,adjective,,
,nötigen,강요하다,1,verb,,
die,Notiz,"주의, 메모",1,noun,,
das,Notizbuch,메모장,1,noun,,
,notwendig,"불가피한, 필요한",2,adjective,,
die,Notwendigkeit,"필연, 필수품",1,noun,,
die,Novelle,단편소설,2,noun,,
,nüchtern,"술취하지 않은, 냉정한",2,verb,,
die,Nudel,국수,3,noun,,
die,Null,제로,3,noun,,
die,Nummer,수,3,noun,,
,nun,"지금, 이제",2,verb,,
die,Nuss,견과류,2,noun,,
der,Nutzen,이익,1,noun,,
,nützen,"융ㅇ하다, 이용하다",2,verb,,
,nützlich,"유용한, 유익한",1,adjective,,
,nutzlos,소용없는,1,adjective,,
das,Obdach,"숙소, 피난처",1,noun,,
,oben,위에,3,verb,,
,ober,윙의,2,verb,,
der,Ober,웨이터,1,noun,,
die,Oberfläche,"표면, 외피",2,noun,,
,oberflächlich,"표면의, 피상적인",2,adjective,,
,oberhalb,"상부에, 위쪽에",1,verb,,
das,Oberhemd,와이셔츠,1,noun,,
,oberst,"가장 위의, 최고의",1,verb,,
der,Oberst,육군 대령,1,noun,,
die,Obhut,"보호, 비호",1,noun,,
das,Objekt,대상,2,noun,,
die,Obrigkeit,"당국, (법률)직권",1,noun,,
das,Obst,과일,3,noun,,
,obwohl,~에도 불구하고,3,verb,,
der,Ochse,"숫소, 황소",2,noun,,
,öde,"거친, 황량한",1,verb,,
der,Ofen,"스토브, 난로, 오븐",2,noun,,
,offen,열려있는,2,verb,,
,offenbar,"공공연한, 분명한",1,adjective,,
,offenbaren,"드러내다, 밝히다",1,verb,,
die,Offenbarung,공표,1,noun,,
,öffentlich,공공연한,2,adjective,,
die,Öffentlichkeit,공공연함,1,noun,,
der,Offizer,"장교, 사관",1,noun,,
,öffnen,열다,3,verb,,
,oft,자주,3,verb,,
die,Ohnmacht,"기절, 실신",2,noun,,
das,Ohr,귀,3,noun,,
die,Ökonomie,경제,2,noun,,
,ökonomisch,"경제상의, 경제적인",2,adjective,,
das,Öl,기름,3,noun,,
der,Onkel,"숙부, 삼촌",3,noun,,
die,Oper,오페라,2,noun,,
die,Operation,"조작, 수술",2,noun,,
,operieren,"수술하다, 조작하다",1,verb,,
das,Opfer,"제물, 희생, 희생자",2,noun,,
,opfern,"바치다, 봉헌하다",2,verb,,
das,Opium,아편,1,noun,,
die,Opposition,"반대, 야당",1,noun,,
die,Optik,광학,1,noun,,
das,Orakel,"신탁, 예언",1,noun,,
die,Orange,오렌지,1,noun,,
das,Orchester,오케스트라,2,noun,,
der,Orden,"결사, 수도회, 훈장",1,noun,,
,ordentlich,"정규의, 깔끔한, 본격적인",2,adjective,,
,ordnen,"배열하다, 정리하다",2,verb,,
die,Ordnung,"등급, 서열, 질서, 법규",2,noun,,
das,Organ,"기구, 도구",1,noun,,
,organisieren,조직하다,1,verb,,
die,Orgel,오르간,2,noun,,
,orientieren,방향 정하다,2,verb,,
das,Original,원본,2,noun,,
,original,"원본의, 고유의",1,verb,,
,originell,"독특한, 별난",1,verb,,
der,Ort,장소,3,noun,,
,örtlich,장소의,1,adjective,,
der,Ost,동쪽,3,noun,,
der,Osten,동쪽,2,noun,,
,österlich,동쪽의,1,adjective,,
das,Ostern,부활절,2,noun,,
고,Österreich,오스트리아,1,noun,,
der,Ozean,"대양, 해양",2,noun,,
die,Pacht,"임대차, 소작지",1,noun,,
der,Pack,"꾸러미, 다발",1,noun,,
das,Päckchen,작은꾸러미,3,noun,,
,packen,"싸다, 붙잡다",3,verb,,
die,Packung,포장,3,noun,,
die,Pädagogik,교육학,1,noun,,
,pädagogisch,교육의,1,adjective,,
das,Paket,"꾸러미, 다발",2,noun,,
der,Pakt,"협정, 동맹",1,noun,,
der,Palast,궁전,2,noun,,
die,Panik,공포,1,noun,,
die,Panne,고장,1,noun,,
das,Panorama,"전경, 파노라마",1,noun,,
der,Panther,표범,1,noun,,
der,Pantoffel,슬리퍼,2,noun,,
die,Pantomime,무언극,1,noun,,
der,Panzer,"탱크, 전차, 갑옷",1,noun,,
der,Papagei,앵무새,1,noun,,
das,Papier,종이,3,noun,,
der,Papierkorb,휴지통,1,noun,,
die,Pappe,"판지, 마분지",1,noun,,
die,Pappel,포플라,2,noun,,
der,Papst,교황,1,noun,,
das,Paradies,낙원,2,noun,,
,paradox,역설적인,1,verb,,
,parken,주차하다,3,verb,,
die,Parodie,패러디,1,noun,,
die,Partei,정당,2,noun,,
das,Parterre,"일층, 최하층",1,noun,,
die,Partie,"부분, 부위",2,noun,,
der,Pass,"좁고 험한 길, 여권",3,noun,,
der,Passagier,승객,1,noun,,
,passen,"꼭맞다, 어울리다",3,verb,,
,passieren,"통과하다, 일어나다, 생기다",3,verb,,
der,Patient,환자,2,noun,,
der,Patron,"후원자, 비호자",1,noun,,
die,Pause,중지,2,noun,,
der,Pazifik,태평양,2,noun,,
,pazifisch,태평양의,1,adjective,,
das,Pech,"피치, 불운",2,noun,,
die,Pein,고통,1,noun,,
,peinlich,고통스런,2,adjective,,
die,Peitsche,"채찍, 회초리",1,noun,,
der,Pelz,"모피, 털가죽",2,noun,,
die,Pension,연금,2,noun,,
die,Periode,"시기, 시대",2,noun,,
die,Peripherie,주변,1,noun,,
die,Perle,진주,2,noun,,
die,Person,사람,3,noun,,
das,Personal,"인원, 직원",2,noun,,
,persönlich,"개인적인, 사적인",2,adjective,,
die,Persönlichkeit,"개성, 인격",2,noun,,
die,Perspektive,"전망, 관점",1,noun,,
die,Perücke,가발,1,noun,,
,pervers,성적 도착의,1,adverb,,
die,Pest,페스트,1,noun,,
der,Pfad,좁은 길,1,noun,,
der,Pfahl,말뚝,2,noun,,
das,Pfand,"저당, 담보",2,noun,,
die,Pfandleihe,전당포,1,noun,,
die,Pfanne,"냄비, 프라이팬",2,noun,,
der,Pfannkuchen,팬케이크,1,noun,,
der,Pfarrer,목사,2,noun,,
der,Pfau,(동물)공작,1,noun,,
der,Pfeffer,후추,3,noun,,
die,Pfeife,피리,2,noun,,
,pfeifen,"피리불다, 휘파람불다",2,verb,,
der,Pfeil,화살,1,noun,,
der,Pfeiler,기둥,1,noun,,
der,Pfennig,페니히,2,noun,,
der,Pferch,울타리,1,noun,,
das,Pferd,말,2,noun,,
der,Pfirsich,복숭아,2,noun,,
die,Pflanze,식물,2,noun,,
,pflanzen,"심다, 재배하다",2,verb,,
das,Pflaster,"고약, 포장, 포장도로",2,noun,,
die,Pflaume,자두,2,noun,,
die,Pflege,"돌봄, 보호",2,noun,,
,pflegen,"돌보다, 보호하다",2,verb,,
die,Pflicht,"의무, 책무",2,noun,,
der,Pflock,말뚝,1,noun,,
,pflücken,"따다, 꺾다",2,verb,,
der,Pflug,쟁기,2,noun,,
,pflügen,갈다,2,verb,,
die,Pforte,"문, 입구",1,noun,,
der,Pförtner,"수위, 문지기",1,noun,,
der,Pfosten,"말뚝, 기둥",1,noun,,
die,Pfote,(동물)발,1,noun,,
,pfropfen,(원예)접붙이다,1,verb,,
der,Pfuhl,늪,1,noun,,
der,Pfühl,"베개, 쿠션, 시트",1,noun,,
das,Pfund,파운드,2,noun,,
,pfuschen,"서투르다, 솜씨없다",1,verb,,
das,Phänomen,현상,2,noun,,
das,Phantom,"환영, 환상",1,noun,,
die,Phase,"상, 단계, 국면",2,noun,,
der,Philosoph,철학자,1,noun,,
die,Philosophie,철학,2,noun,,
die,Phonetik,음성학,1,noun,,
die,Phrase,"숙어, 관용구",1,noun,,
die,Physik,물리학,2,noun,,
die,Pille,알약,2,noun,,
der,Pilot,조종사,1,noun,,
der,Pilz,버섯,2,noun,,
der,Pinsel,"브러시, 붓",2,noun,,
die,Pistole,권총,2,noun,,
,placken,고생하다,1,verb,,
die,Plage,괴로움,1,noun,,
,plagen,괴롭히다,1,verb,,
das,Plakat,"벽보, 포스터",2,noun,,
der,Plan,계획,2,noun,,
,planen,계획하다,3,verb,,
der,Planet,행성,2,noun,,
die,Planke,두꺼운 판자,1,noun,,
,planmäßig,"계획대로의, 계획적인",1,adjective,,
,plappern,종알거리다,1,verb,,
die,Plastik,"조소, 조각",2,noun,,
,plastisch,"조형적인, 입체적인",2,adjective,,
das,Platin,백금,1,noun,,
,plätschern,첨벙 소리내다,1,verb,,
,platt,펀펀한,1,verb,,
die,Platte,판,2,noun,,
der,Platz,"광장, 장소",3,noun,,
,platzen,"파열하다, 무산되다",1,verb,,
,plaudern,"수다떨다, 잡담하다",2,verb,,
,plündern,약탈하다,1,verb,,
der,Plural,복수,1,noun,,
,pochen,톡톡 두드리다,1,verb,,
die,Poetik,시학,1,noun,,
,poetisch,시적인,1,adjective,,
die,Pointe,"요점, 급소",1,noun,,
der,Pol,극,2,noun,,
,polar,극의,1,verb,,
고,Polen,폴란드,1,verb,,
,polieren,"갈다, 닦다",1,verb,,
die,Politik,정치,2,noun,,
der,Politiker,정치가,2,noun,,
die,Polizei,경찰,3,noun,,
der,Polizist,경찰관,3,noun,,
,populär,대중적인,2,verb,,
der,Portier,"수위, 문지기",1,noun,,
die,Portion,"몫, 할당",2,noun,,
das,Porto,우편료,1,noun,,
das,Porträt,초상화,1,noun,,
das,Porzellan,도자기,2,noun,,
die,Pose,자세,1,noun,,
die,Position,"위치, 지위",2,noun,,
der,Possen,장난,1,noun,,
die,Post,"우편, 우체국",3,noun,,
das,Postamt,우체국,1,noun,,
der,Posten,"위병, 보초",2,noun,,
die,Postkarte,우편엽서,2,noun,,
die,Potenz,잠재력,1,noun,,
die,Pracht,"화려, 호화",1,noun,,
,prächtig,훌륭한,2,adjective,,
,prägen,"각인하다, 주조하다",1,verb,,
,pragmatisch,실제적인,1,adjective,,
,prahlen,"자랑하다, 과시하다",2,verb,,
der,Praktikant,실습생,1,noun,,
,praktisch,실제적인,2,adjective,,
,prallen,부딪치다,1,verb,,
das,Präludium,"전주곡, 서곡",1,noun,,
die,Prämie,프리미엄,1,noun,,
die,Prämisse,전제,1,noun,,
,prangen,화려하다,1,verb,,
der,Präsident,대통령,2,noun,,
die,Praxis,"실제, 경험, 실무",2,noun,,
,predigen,설교하다,2,verb,,
der,Prediger,"설교자, 목사",1,noun,,
die,Predigt,설교,2,noun,,
der,Preis,"값, 가격",3,noun,,
,preisen,찬미하다,1,verb,,
,preiswert,적당한 값의,3,verb,,
,prellen,속이다,1,verb,,
die,Presse,"신문, 간행물",2,noun,,
,pressen,압축하다,2,verb,,
der,Priester,"신부, 목사",2,noun,,
,prima,제1급의,1,verb,,
,primitiv,"원시의, 원시적인",2,verb,,
der,Prinz,왕자,2,noun,,
die,Prinzessin,공주,1,noun,,
das,Prinzip,"원리, 원칙",2,noun,,
,prinzipiell,원칙상의,1,verb,,
,privat,사적인,2,verb,,
das,Privileg,"특권, 특전",1,noun,,
die,Probe,"시험, 견본",2,noun,,
,probieren,시험하다,2,verb,,
das,Problem,문제,3,noun,,
die,Produktion,"생산, 산출",2,noun,,
,produktiv,생산적인,1,verb,,
,produzieren,생산하다,1,verb,,
der,Professor,대학교수,2,noun,,
das,Profil,프로필,1,noun,,
der,Profit,이익,1,noun,,
das,Programm,프로그램,3,noun,,
der,Prolog,머리말,1,noun,,
die,Propaganda,"선교, 선전",1,noun,,
der,Propeller,프로펠러,1,noun,,
der,Prophet,예언자,1,noun,,
,prophezeien,예언하다,1,verb,,
die,Proportion,"비율, 균형",1,noun,,
die,Prosa,"산문, 산문작품",2,noun,,
,prosaisch,"산문의, 산문적인",1,adjective,,
der,Prospekt,"설명서, 안내서",2,noun,,
der,Protest,항의,2,noun,,
,protestieren,항의하다,1,verb,,
das,Protokoll,"기록, 조서",1,noun,,
der,Proviant,"양식, 식량",1,noun,,
die,Provinz,"지방, 시골",2,noun,,
das,Prozent,퍼센트,2,noun,,
der,Prozess,"진행, 과정",2,noun,,
,prüfen,"시험하다, 검사하다",2,verb,,
die,Prüfung,"검사, 조사",3,noun,,
der,Prügel,"막대기, 몽둥이",2,noun,,
,prügeln,몽둥이로 때리다,1,verb,,
der,Prunk,화려,1,noun,,
das,Publikum,"관객, 청중",2,noun,,
der,Pudel,푸들,1,noun,,
der,Puls,"맥, 맥박",2,noun,,
das,Pulver,"가루, 가루약, 화약",2,noun,,
die,Pumpe,펌프,2,noun,,
,pumpen,펌프로 올리다,1,verb,,
der,Punkt,점,2,noun,,
,pünktlich,정확한,3,adjective,,
die,Puppe,인형,2,noun,,
der,Purpur,보랏빛,1,noun,,
die,Pute,칠면조(암컷),1,noun,,
der,Puter,칠면조(수컷),1,noun,,
der,Putz,장식,1,noun,,
,putzen,청소하다,3,verb,,
die,Putzfrau,청소부,1,noun,,
die,Pyramide,피라미드,1,noun,,
der,Quacksalber,돌팔이의사,1,noun,,
das,Quadrat,"정방형, 자승",3,noun,,
die,Qual,"고통, 아픔",2,noun,,
,quälen,괴롭히다,2,verb,,
die,Qualität,품질,2,noun,,
der,Qualm,짙은 연기,1,noun,,
,qualmen,연기가 일다,1,verb,,
die,Quantität,"양, 중량",2,noun,,
das,Quantum,"몫, 할당",1,noun,,
das,Quartier,"숙소, 숙영",2,noun,,
das,Quecksilber,수은,1,noun,,
die,Quelle,"우물, 샘",2,noun,,
,quellen,"솟아나다, 부풀다",1,verb,,
,quer,"가로의, 가로지른",2,verb,,
,quetschen,"눌러부수다, 으깨다",1,verb,,
,quitt,자유로운,1,verb,,
die,Quittung,"영수, 영수증",3,noun,,
der,Rabe,까마귀,1,noun,,
die,Rache,"복수, 보복",2,noun,,
der,Rachen,목구멍,1,noun,,
,rächen,"복수하다, 보복하다",2,verb,,
das,Rad,바퀴,2,noun,,
,radfahren,자전거 타고 가다,1,verb,,
der,Radfahrer,자전거 타는 사람,1,noun,,
der,Radiergummi,고무지우개,1,noun,,
,radikal,"철저한, 과격한",1,verb,,
das,Radio,라디오,2,noun,,
der,Radioapparat,라디오 수신기,1,noun,,
das,Radium,라듐,1,noun,,
,raffen,한데 모으다,1,verb,,
,ragen,"돌출하다, 높이 솟다",1,verb,,
der,Rahmen,"테두리, 틀",2,noun,,
der,Rain,"두렁, 좁은 길",1,noun,,
die,Rakete,로켓,2,noun,,
der,Rand,"가장자리, 테두리",2,noun,,
der,Rang,"등급, 계급",2,noun,,
der,Rank,"책략, 음모",1,noun,,
,rar,드문,1,verb,,
der,Rasen,잔디,2,noun,,
,rasen,미처 날뛰다,2,verb,,
der,Rasierapparat,면도기,1,noun,,
,rasieren,면도하다,2,verb,,
die,Rasse,"인종, 품종",2,noun,,
,rasselen,딸랑 소리내다,1,verb,,
die,Rast,휴식,2,noun,,
,rasten,쉬다,1,verb,,
der,Rat,"충고, 조언",2,noun,,
die,Rate,할부금,1,noun,,
,raten,"충고하다, 추측하다",2,verb,,
das,Rathaus,시청,3,noun,,
,rätlich,추천할 만한,1,adjective,,
,rätlos,어찌할 바를 모르는,1,adjective,,
der,Ratschlag,"충고, 조언",2,noun,,
,ratschlagen,"협의하다, 상의하다",1,verb,,
das,Rätsel,수수께끼,2,noun,,
,rätselhaft,"수수께끼같은, 난해한",1,adjective,,
die,Ratte,쥐,1,noun,,
,rau,"거친, 사나운",2,verb,,
der,Raub,"탈취, 약탈",2,noun,,
,rauben,빼앗다,2,verb,,
der,Räuber,"도둑, 강도",2,noun,,
der,Rauch,연기,2,noun,,
,rauchen,"연기나다, 흡연하다",3,verb,,
,raufen,쥐어뜯다,1,verb,,
,räumen,"치우다, 제거하다, 청소하다",2,verb,,
der,Raumflug,우주 여행,1,noun,,
,räumlich,"공간의, 공간적인",1,adjective,,
die,Raupe,애벌레,1,noun,,
der,Rausch,"취함, 만취, 환각",1,noun,,
,rauschen,좔좔 소리내다,2,verb,,
,räuspern,헛기침하다,1,verb,,
,reagieren,반작용하다,1,verb,,
die,Reaktion,반작용하다,2,noun,,
,real,"물적인, 실재하는",1,verb,,
die,Rebe,"덩굴, 포도덩굴",1,noun,,
der,Rebell,"반항아, 반역자",1,noun,,
der,Rechen,갈퀴,1,noun,,
die,Rechenschaft,"변명, 답변",1,noun,,
,rechnen,셈하다,3,verb,,
die,Rechnung,계산,3,noun,,
,recht,"정당한, 적당한",3,verb,,
das,Recht,"법, 권리, 정당함",2,noun,,
die,Rechte,"오른손, 보수당",1,noun,,
,rechtfertigen,"정당화하다, 변명하다(sich)",2,verb,,
,rechts,오른쪽으로,3,adverb,,
,rechtschaffen,올바른,1,verb,,
die,Rechtschreibung,정서법,1,noun,,
,rechtzeitig,적시의,1,adjective,,
,recken,"늘이다, 펴다",1,verb,,
der,Redakteur,"편집자(신문, 잡지)",1,noun,,
die,Rede,"말함, 이야기, 연설",2,noun,,
,reden,"말하다, 이야기하다",2,verb,,
die,Redewendung,"말씨, 관용구",1,noun,,
,redlich,정직한,1,adjective,,
